text,label
yes:)here tv is always available in work place..,ham
actually i decided i was too hungry so i haven't left yet :v,ham
i'm awake oh. what's up.,ham
hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.,ham
"ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or u????? for a partnership where u????? invest money for shipping and he takes care of the rest!u??wud b self reliant soon dnt worry",ham
there is no sense in my foot and penis.,ham
"wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...,ham
will you like to be spoiled? :),ham
or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.,ham
another month. i need chocolate weed and alcohol.,ham
yes i started to send requests to make it but pain came back so i'm back in bed. double coins at the factory too. i gotta cash in all my nitros.,ham
"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
soon you will have the real thing princess! do i make you wet? :),ham
hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.,ham
thank u!,ham
i am going to sao mu today. will be done only at 12 ,ham
may i call you later pls,ham
"sorry, i'll call later",ham
"well, i meant as opposed to my drunken night of before",ham
"wat time liao, where still got.",ham
then why you came to hostel.,ham
thinking of u ;) x,ham
are your freezing ? are you home yet ? will you remember to kiss your mom in the morning? do you love me ? do you think of me ? are you missing me yet ?,ham
otherwise had part time job na-tuition..,ham
hope you are having a great day.,ham
i am seeking a lady in the street and a freak in the sheets. is that you?,ham
88800 and 89034 are premium phone services call 08718711108,spam
"alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
i'm okay. chasing the dream. what's good. what are you doing next.,ham
where r e meeting tmr?,ham
this is the 2nd time we have tried to contact u. u have won the £1450 prize to claim just call 09053750005 b4 310303. t&cs/stop sms 08718725756. 140ppm,spam
hey are you angry with me. reply me dr.,ham
i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs,ham
"i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop",ham
ok i'm waliking ard now... do u wan me 2 buy anything go ur house?,ham
may b approve panalam...but it should have more posts..,ham
"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla..",ham
"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",ham
marvel mobile play the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,spam
dear got train and seat mine lower seat,ham
u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?,ham
oh howda gud gud.. mathe en samachara chikku:-),ham
i'm serious. you are in the money base,ham
s but mostly not like that.,ham
wow! the boys r back. take that 2007 uk tour. win vip tickets & pre-book with vip club. txt club to 81303. trackmarque ltd info@vipclub4u.,spam
private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04,spam
"solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.",ham
"hack chat. get backdoor entry into 121 chat rooms at a fraction of the cost. reply neo69 or call 09050280520, to subscribe 25p pm. dps, bcm box 8027 ldn, wc1n3xx",spam
unlimited texts. limited minutes.,ham
boooo you always work. just quit.,ham
i cant talk to you now.i will call when i can.dont keep calling.,ham
"jay told me already, will do",ham
dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.,ham
ok ok take care. i can understand.,ham
audrie lousy autocorrect,ham
"i think your mentor is , but not 100 percent sure.",ham
"received, understood n acted upon!",ham
am i the only one who doesn't stalk profiles?,ham
k. did you call me just now ah? ,ham
why didn't u call on your lunch?,ham
"(i should add that i don't really care and if you can't i can at least get this dude to fuck off but hey, your money if you want it)",ham
wat happened to the cruise thing,ham
"urgent! your mobile no *********** won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362220 asap! box97n7qp, 150ppm",spam
sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,ham
no shoot me. i'm in the docs waiting room. :/,ham
so can collect ur laptop?,ham
"awesome question with a cute answer: someone asked a boy ""how is ur life?"" . . he smiled &amp; answered: . . ""she is fine!"" gudnite",ham
"&lt;#&gt; , that's all? guess that's easy enough",ham
howz that persons story,ham
serious? what like proper tongued her,ham
from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost £1.50 min mobcudb more,spam
"once a fishrman woke early in d mrng. it was very dark. he waited a while &amp; found a sack ful of stones. he strtd throwin thm in2 d sea 2 pass time. atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. moral:""dont wake up early in d mrng'' good night",ham
but if she.s drinkin i'm ok.,ham
what was she looking for?,ham
i enjoy watching and playing football and basketball. anything outdoors. and you?,ham
our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had. to claim 4 free reply with claim to this msg. 2 stop txt stop,spam
"tee hee. off to lecture, cheery bye bye.",ham
"enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
also where's the piece,ham
so no messages. had food?,ham
me too! have a lovely night xxx,ham
hey... very inconvenient for your sis a not huh?,ham
"we're all getting worried over here, derek and taylor have already assumed the worst",ham
pls call me da. what happen.,ham
same. wana plan a trip sometme then,ham
of cos can lar i'm not so ba dao ok... 1 pm lor... y u never ask where we go ah... i said u would ask on fri but he said u will ask today...,ham
do we have any spare power supplies,ham
 &lt;#&gt;  mins but i had to stop somewhere first.,ham
want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network by txting moan to 69888nyt. ec2a. 31p.msg@150p,spam
good luck! draw takes place 28th feb 06. good luck! for removal send stop to 87239 customer services 08708034412,spam
dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,spam
package all your programs well,ham
u sleeping now.. or you going to take? haha.. i got spys wat.. me online checking n replying mails lor..,ham
now get step 2 outta the way. congrats again.,ham
"sorry, i'll call later in meeting",ham
you want to go? ,ham
stupid auto correct on my phone,ham
customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,spam
are u coming to the funeral home,ham
"er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",ham
gr8. so how do you handle the victoria island traffic. plus when's the album due,ham
hello! good week? fancy a drink or something later?,ham
"sorry, i'll call later",ham
for the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam
have your lunch and come quickly and open the door:),ham
check with nuerologist.,ham
no..he joined today itself.,ham
honey boo i'm missing u.,ham
o ic lol. should play 9 doors sometime yo,ham
then u going ikea str aft dat?,ham
the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...,ham
reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,spam
haha but no money leh... later got to go for tuition... haha and looking for empty slots for driving lessons,ham
"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please ",ham
having lunch:)you are not in online?why?,ham
or ü go buy wif him then i meet ü later can?,ham
